704.0,2.0,0.3238327538028374,0.0,0.0,36.0,6.0,1.552024408845571,0.0,0.0,100.0,18.0,0.0,0.0,0.0,90.0,370.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,236.0,2
710.0,1.0,-1.000088900581841e-12,0.0,0.0,6.0,2.0,0.6365141682928128,0.0,0.0,93.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3
698.0,4.0,0.9126560440744084,0.0,0.0,104.0,4.0,0.6622337637836941,0.0,0.0,92.0,64.0,0.0,22.0,0.0,66.0,266.0,28.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,14.0,3
708.0,2.0,0.2091893742460128,0.0,0.0,24.0,4.0,1.1187433359817525,0.0,0.0,91.0,22.0,0.0,0.0,0.0,22.0,528.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,140.0,2
704.0,1.0,-1.000088900581841e-12,0.0,0.0,58.0,2.0,0.5526646224924002,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2
700.0,4.0,0.803648541676204,0.0,0.0,78.0,6.0,1.4974520434883614,0.0,0.0,89.375,42.0,0.0,0.0,0.0,154.0,820.0,18.0,0.0,0.0,2.0,12.0,0.0,0.0,12.0,594.0,2
714.0,3.0,0.1264696885134577,0.0,0.0,182.0,6.0,0.8269678328828696,0.0,0.0,79.76923076923077,24.0,0.0,0.0,0.0,26.0,1526.0,10.0,58.0,0.0,0.0,18.0,0.0,0.0,4.0,48.0,3
714.0,5.0,0.4743722584333204,0.0,0.0,56.0,5.0,1.3701429636539664,0.0,0.0,72.85185185185185,18.0,0.0,0.0,0.0,108.0,792.0,36.0,32.0,0.0,0.0,30.0,0.0,0.0,0.0,116.0,3
710.0,2.0,0.4214855904157452,0.0,0.0,186.0,9.0,1.1147077237243497,0.0,0.0,58.0,30.0,0.0,0.0,0.0,0.0,334.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,2
708.0,5.0,1.156911446652919,224.0,0.0,142.0,7.0,1.542608003135927,0.0,0.0,53.42857142857143,88.0,0.0,0.0,0.0,210.0,216.0,42.0,0.0,0.0,2.0,6.0,0.0,0.0,8.0,1238.0,2
704.0,1.0,-1.000088900581841e-12,0.0,0.0,60.0,5.0,1.1294648225508384,0.0,0.0,45.6,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,138.0,2
716.0,3.0,0.0537505572778888,12.0,0.0,36.0,5.0,1.3823430589469812,0.0,0.0,39.36666666666667,0.0,0.0,0.0,0.0,0.0,678.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,4.0,52.0,2
712.0,9.0,1.350523341656121,104.0,0.0,240.0,13.0,2.071296019514129,0.0,0.0,32.73076923076923,0.0,0.0,0.0,0.0,60.0,4146.0,26.0,0.0,0.0,2.0,28.0,0.0,0.0,10.0,648.0,2
710.0,3.0,0.69890152789873,74.0,0.0,56.0,7.0,1.7908268221364054,0.0,0.0,26.384615384615383,30.0,0.0,0.0,0.0,30.0,6040.0,26.0,0.0,0.0,0.0,24.0,0.0,0.0,8.0,632.0,2
706.0,10.0,1.6240532839423756,52.0,0.0,190.0,10.0,1.5645912292153217,0.0,0.0,20.666666666666668,28.0,0.0,0.0,0.0,90.0,5738.0,20.0,0.0,0.0,0.0,22.0,0.0,0.0,12.0,240.0,1
712.0,9.0,1.0606061627661307,0.0,0.0,44.0,3.0,1.0670895187790832,0.0,0.0,14.321428571428571,30.0,0.0,0.0,0.0,66.0,4492.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2
698.0,1.0,-1.000088900581841e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333333334,14.0,0.0,0.0,0.0,64.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
704.0,5.0,1.0579647480902254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.454545454545454,74.0,0.0,0.0,0.0,128.0,1358.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
690.0,4.0,0.5020877464170476,0.0,0.0,24.0,3.0,0.9596147939090494,0.0,32.0,13.73913043478261,44.0,0.0,0.0,0.0,226.0,1208.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2
686.0,8.0,1.2619274201632882,778.0,0.0,438.0,10.0,1.4713568236664578,0.0,36.0,35.41379310344828,0.0,0.0,0.0,0.0,104.0,3532.0,44.0,0.0,0.0,0.0,38.0,0.0,0.0,6.0,0.0,1
708.0,9.0,1.5353396867956923,394.0,0.0,706.0,7.0,0.730618123454845,0.0,0.0,36.785714285714285,0.0,0.0,0.0,0.0,72.0,8534.0,12.0,0.0,0.0,0.0,44.0,0.0,0.0,16.0,0.0,1
698.0,8.0,1.3036656423352104,38.0,0.0,416.0,11.0,1.4355758435969244,0.0,36.0,38.4,36.0,0.0,0.0,0.0,216.0,1698.0,30.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0,104.0,1
716.0,3.0,0.0926967758594303,0.0,0.0,140.0,5.0,0.9302512441545177,0.0,0.0,38.333333333333336,0.0,0.0,0.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,6.0,0.0,2
710.0,8.0,0.998336796543017,0.0,0.0,84.0,8.0,1.883687458832596,0.0,0.0,32.76923076923077,30.0,0.0,0.0,0.0,180.0,6364.0,42.0,0.0,0.0,0.0,40.0,0.0,0.0,12.0,274.0,2
718.0,6.0,0.8345914946825876,0.0,0.0,34.0,3.0,0.6779087256411982,0.0,0.0,26.633333333333333,0.0,0.0,0.0,0.0,0.0,11530.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,10.0,1
712.0,10.0,1.4274865349066652,0.0,0.0,1496.0,9.0,0.3027438950816694,0.0,0.0,20.1,0.0,0.0,0.0,0.0,0.0,5710.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,8.0,156.0,2
118.0,3.0,0.2860262226520377,0.0,0.0,136.0,3.0,0.2644914396251835,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3678.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2
230.0,3.0,0.2006015398242035,24.0,0.0,30.0,3.0,0.6277052571941504,0.0,36.0,9.11111111111111,0.0,0.0,0.0,0.0,36.0,5326.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,6.0,1
702.0,1.0,-1.000088900581841e-12,0.0,0.0,94.0,5.0,0.9812656193864012,0.0,0.0,30.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
468.0,1.0,-1.000088900581841e-12,0.0,0.0,66.0,2.0,0.1357939587495938,0.0,0.0,62.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,34.0,1.0,-1.000088900581841e-12,0.0,0.0,88.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,8.0,1.0,-1.000088900581841e-12,0.0,0.0,99.63333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,4.0,1.0,-1.000088900581841e-12,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,318.0,2.0,0.0675401405779532,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,4.0,1.0,-1.000088900581841e-12,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,4.0,1.0,-1.000088900581841e-12,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.6365141682928128,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,4.0,1.0,-1.000088900581841e-12,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,4.0,1.0,-1.000088900581841e-12,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,4.0,1.0,-1.000088900581841e-12,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,14.0,3.0,1.0789922078745833,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,4.0,1.0,-1.000088900581841e-12,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
116.0,2.0,0.6925525323587234,0.0,0.0,22.0,5.0,1.294545165839896,0.0,0.0,100.0,38.0,0.0,0.0,0.0,38.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1
704.0,2.0,0.0490972616340192,0.0,0.0,16.0,3.0,1.039720770836918,0.0,0.0,100.0,36.0,0.0,0.0,0.0,38.0,186.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1
702.0,1.0,-1.000088900581841e-12,0.0,0.0,42.0,4.0,0.9550807986616574,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1
366.0,6.0,1.4523510830948216,0.0,0.0,68.0,6.0,1.2694891165309772,0.0,0.0,98.6875,0.0,0.0,0.0,0.0,38.0,5352.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1
694.0,7.0,0.7947312341339694,0.0,0.0,38.0,5.0,1.3832530952646531,0.0,0.0,93.89655172413794,0.0,0.0,0.0,0.0,0.0,3896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2
714.0,2.0,0.019261439527435,0.0,0.0,10.0,3.0,0.9502705392302344,0.0,0.0,87.26666666666667,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,3
712.0,1.0,-1.000088900581841e-12,14.0,0.0,26.0,3.0,0.9251290835690824,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,3
22.0,1.0,-1.000088900581841e-12,0.0,0.0,46.0,3.0,0.4702359623522493,0.0,0.0,74.23333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
478.0,5.0,0.5375275561436392,0.0,0.0,60.0,6.0,1.3620775194721622,0.0,0.0,69.5,72.0,0.0,0.0,0.0,40.0,1802.0,26.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2
