userid,bin,app_event_count,unique_apps_count,app_usage_entropy,music_play_count,headset_plug_count,notif_posted_count,notif_unique_packages,notif_entropy,airplane_on_count,battery_charge_on_count,battery_level_mean,doze_on_count,ring_mode_normal_count,ring_mode_silent_count,ring_mode_vibrate_count,screen_on_count,touch_count,user_present_count,motion_invehicle_count,motion_onbicycle_count,motion_onfoot_count,motion_still_count,motion_unknown_count,motion_walking_count,motion_tilting_count,step_count,A6a
4,2020-11-16 18:00:00,158.0,7.0,1.309228233232342,0.0,0.0,194.0,7.0,1.0889294801922698,0.0,0.0,50.0,0.0,0.0,0.0,0.0,168.0,1804.0,24.0,0.0,0.0,0.0,12.0,0.0,0.0,10.0,0.0,3
4,2020-11-16 18:30:00,48.0,3.0,1.0821955300357673,0.0,0.0,18.0,3.0,1.0608569471550215,0.0,0.0,46.57142857142857,0.0,0.0,0.0,0.0,74.0,294.0,6.0,0.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,3
4,2020-11-16 19:00:00,12.0,2.0,0.4505612088643047,0.0,0.0,18.0,2.0,0.5297061990556545,0.0,0.0,45.5,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
4,2020-11-16 19:30:00,140.0,5.0,1.4150619898261962,0.0,0.0,108.0,4.0,0.7224980276050903,0.0,0.0,42.91666666666666,0.0,0.0,0.0,0.0,164.0,974.0,50.0,0.0,0.0,0.0,22.0,0.0,0.0,16.0,0.0,2
4,2020-11-16 20:00:00,14.0,3.0,0.9556998911095343,0.0,0.0,92.0,3.0,0.5175025242611688,0.0,0.0,40.5,0.0,0.0,0.0,0.0,56.0,20.0,20.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3
4,2020-11-16 20:30:00,52.0,4.0,1.0366931942459312,0.0,0.0,82.0,13.0,2.121785298890393,0.0,0.0,38.875,0.0,0.0,0.0,0.0,118.0,482.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3
4,2020-11-16 21:00:00,38.0,3.0,1.0132690262467303,0.0,0.0,88.0,3.0,0.8811497329309271,0.0,0.0,37.42857142857143,0.0,0.0,0.0,0.0,158.0,284.0,28.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,2
4,2020-11-16 21:30:00,32.0,4.0,1.2511559833596315,0.0,0.0,98.0,4.0,1.1642672000046097,0.0,0.0,35.125,0.0,0.0,0.0,0.0,68.0,118.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
4,2020-11-16 22:00:00,12.0,2.0,0.4505612088643047,0.0,0.0,86.0,2.0,0.5920726008893407,0.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,286.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
4,2020-11-16 22:30:00,14.0,1.0,-1.000088900581841e-12,0.0,0.0,46.0,3.0,0.7965853690075891,0.0,0.0,31.0,0.0,0.0,0.0,0.0,34.0,166.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
4,2020-11-16 23:00:00,156.0,7.0,1.4569742340203629,0.0,0.0,102.0,4.0,0.7674337745488924,0.0,0.0,29.0,0.0,0.0,0.0,0.0,110.0,1534.0,14.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,0.0,2
4,2020-11-17 07:30:00,16.0,2.0,0.5623351446168083,0.0,0.0,38.0,2.0,0.5146531654269293,0.0,0.0,99.85714285714286,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,3
4,2020-11-17 08:00:00,44.0,4.0,0.9828476107223152,0.0,0.0,52.0,5.0,1.334907286627454,0.0,0.0,98.625,0.0,0.0,0.0,0.0,166.0,196.0,14.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3
4,2020-11-17 08:30:00,48.0,5.0,1.4335286453608984,0.0,0.0,22.0,3.0,1.0900596587077838,0.0,0.0,96.33333333333331,0.0,0.0,0.0,0.0,100.0,394.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,3
4,2020-11-17 09:00:00,48.0,4.0,1.3139113858611124,0.0,0.0,20.0,2.0,0.6730116670072565,0.0,0.0,95.0,0.0,0.0,0.0,0.0,154.0,214.0,22.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,2
4,2020-11-17 09:30:00,12.0,1.0,-1.000088900581841e-12,0.0,0.0,2.0,1.0,-1.000088900581841e-12,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,3
4,2020-11-17 10:00:00,6.0,1.0,-1.000088900581841e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3
4,2020-11-17 10:30:00,18.0,3.0,0.6837389058457535,0.0,0.0,44.0,5.0,1.4142790651197086,0.0,0.0,92.42857142857144,16.0,0.0,0.0,0.0,124.0,42.0,18.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3
4,2020-11-17 11:00:00,12.0,1.0,-1.000088900581841e-12,0.0,0.0,4.0,1.0,-1.000088900581841e-12,0.0,0.0,91.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
4,2020-11-17 11:30:00,252.0,7.0,0.7423483771025297,0.0,0.0,102.0,4.0,0.5311233641320328,0.0,0.0,87.57894736842105,0.0,0.0,0.0,24.0,320.0,3874.0,26.0,0.0,0.0,0.0,36.0,0.0,0.0,10.0,0.0,3
4,2020-11-17 12:00:00,88.0,2.0,0.6765259604914999,0.0,0.0,42.0,5.0,1.087108833053028,0.0,0.0,83.125,0.0,0.0,0.0,0.0,82.0,1286.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2
4,2020-11-17 12:30:00,144.0,6.0,1.5543816954707177,0.0,0.0,154.0,3.0,0.8288667586676344,0.0,0.0,79.08333333333333,0.0,0.0,0.0,0.0,54.0,2906.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,3
4,2020-11-17 13:00:00,72.0,6.0,1.499482102862582,0.0,0.0,92.0,3.0,1.0300516057342202,0.0,0.0,75.75,0.0,0.0,0.0,0.0,246.0,1176.0,16.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,3
4,2020-11-17 13:30:00,196.0,6.0,1.5052569330846872,0.0,0.0,134.0,5.0,1.2457973721742277,0.0,0.0,71.35714285714286,0.0,0.0,0.0,0.0,216.0,3004.0,12.0,0.0,0.0,0.0,40.0,0.0,0.0,12.0,0.0,3
4,2020-11-17 14:00:00,70.0,2.0,0.355382896244011,0.0,0.0,86.0,4.0,0.7149998197381994,0.0,0.0,67.7,0.0,0.0,0.0,0.0,432.0,1614.0,52.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,3
4,2020-11-17 14:30:00,228.0,5.0,1.1213849375489189,0.0,0.0,244.0,3.0,0.6463713229112295,0.0,0.0,63.05555555555556,0.0,0.0,0.0,0.0,536.0,11684.0,50.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3
4,2020-11-17 15:00:00,56.0,4.0,1.1311500633775322,0.0,0.0,38.0,3.0,0.9097077103244986,0.0,0.0,58.85714285714285,0.0,0.0,0.0,0.0,212.0,834.0,34.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,3
4,2020-11-17 15:30:00,94.0,7.0,1.697152276217049,0.0,0.0,84.0,4.0,0.7469063278032342,0.0,0.0,56.55555555555556,0.0,0.0,0.0,0.0,406.0,2304.0,44.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3
4,2020-11-17 16:00:00,224.0,5.0,1.39896934704896,0.0,0.0,222.0,5.0,0.6268729886839235,0.0,0.0,51.375,0.0,0.0,0.0,0.0,774.0,6630.0,92.0,0.0,0.0,0.0,26.0,0.0,0.0,20.0,0.0,3
4,2020-11-17 16:30:00,16.0,2.0,0.6615632381559821,0.0,0.0,14.0,2.0,0.6829081046984717,0.0,0.0,47.85714285714285,0.0,0.0,0.0,0.0,126.0,90.0,14.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,3
4,2020-11-17 17:00:00,12.0,1.0,-1.000088900581841e-12,0.0,0.0,16.0,2.0,0.6931471805579453,0.0,0.0,46.16666666666666,0.0,0.0,0.0,0.0,194.0,52.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3
4,2020-11-17 17:30:00,12.0,1.0,-1.000088900581841e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.16666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
4,2020-11-17 18:00:00,98.0,4.0,1.3839751737752382,0.0,0.0,50.0,6.0,1.026904610287371,0.0,0.0,43.22222222222222,0.0,0.0,0.0,0.0,348.0,1856.0,48.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,3
4,2020-11-17 18:30:00,122.0,3.0,0.6495976811525358,0.0,0.0,158.0,4.0,0.5602154693642312,0.0,0.0,40.27272727272727,0.0,0.0,0.0,0.0,208.0,10668.0,22.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,3
4,2020-11-17 19:00:00,382.0,8.0,1.0757009055209017,0.0,0.0,142.0,4.0,0.796664883667144,0.0,0.0,33.59090909090909,0.0,0.0,0.0,0.0,64.0,7956.0,24.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,3
4,2020-11-17 19:30:00,12.0,1.0,-1.000088900581841e-12,0.0,0.0,10.0,2.0,0.6730116670072565,0.0,0.0,29.0,0.0,0.0,0.0,0.0,80.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
4,2020-11-17 20:00:00,12.0,1.0,-1.000088900581841e-12,0.0,0.0,2.0,1.0,-1.000088900581841e-12,0.0,0.0,28.166666666666668,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
4,2020-11-17 20:30:00,2.0,1.0,-1.000088900581841e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.33333333333333,20.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
4,2020-11-17 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
4,2020-11-17 21:30:00,66.0,2.0,0.5167535907994583,0.0,0.0,32.0,2.0,0.3767701612544368,0.0,0.0,24.857142857142858,14.0,0.0,0.0,0.0,534.0,1096.0,38.0,0.0,0.0,0.0,12.0,0.0,0.0,10.0,0.0,2
4,2020-11-18 07:00:00,32.0,1.0,-1.000088900581841e-12,0.0,0.0,40.0,2.0,0.3250829733894482,0.0,0.0,99.57142857142856,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
4,2020-11-18 07:30:00,18.0,3.0,0.964962923004428,0.0,0.0,14.0,3.0,1.0042424730510766,0.0,0.0,98.83333333333331,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3
4,2020-11-18 08:00:00,102.0,6.0,1.6147237981176197,0.0,0.0,40.0,5.0,1.3046615296790594,0.0,0.0,97.0,0.0,0.0,0.0,0.0,216.0,1238.0,10.0,0.0,0.0,0.0,18.0,0.0,0.0,8.0,0.0,3
4,2020-11-18 08:30:00,22.0,1.0,-1.000088900581841e-12,0.0,0.0,8.0,1.0,-1.000088900581841e-12,0.0,0.0,94.85714285714286,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3
4,2020-11-18 09:00:00,34.0,2.0,0.6774944044467073,0.0,0.0,24.0,1.0,-1.000088900581841e-12,0.0,0.0,93.625,0.0,0.0,0.0,0.0,498.0,38.0,38.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,3
4,2020-11-18 09:30:00,24.0,1.0,-1.000088900581841e-12,0.0,0.0,10.0,3.0,1.054920167983144,0.0,0.0,92.42857142857144,0.0,0.0,0.0,0.0,278.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3
4,2020-11-18 10:00:00,20.0,1.0,-1.000088900581841e-12,0.0,0.0,20.0,5.0,1.4708084763171112,0.0,0.0,91.57142857142856,0.0,0.0,0.0,0.0,256.0,10.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3
4,2020-11-18 10:30:00,12.0,2.0,0.4505612088643047,0.0,0.0,38.0,4.0,1.2805340475198803,0.0,0.0,90.33333333333331,0.0,0.0,0.0,0.0,146.0,32.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3
4,2020-11-18 11:00:00,14.0,2.0,0.6829081046984717,0.0,0.0,4.0,1.0,-1.000088900581841e-12,0.0,0.0,89.16666666666667,0.0,0.0,0.0,0.0,76.0,70.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
4,2020-11-18 11:30:00,12.0,1.0,-1.000088900581841e-12,0.0,0.0,2.0,1.0,-1.000088900581841e-12,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3
4,2020-11-18 12:00:00,48.0,2.0,0.6791932659895258,0.0,0.0,38.0,5.0,1.2367930007916412,0.0,0.0,86.85714285714286,0.0,0.0,0.0,0.0,378.0,972.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,3
4,2020-11-18 12:30:00,18.0,1.0,-1.000088900581841e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428571428571,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
4,2020-11-18 13:00:00,2.0,1.0,-1.000088900581841e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,18.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3
4,2020-11-18 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
4,2020-11-18 14:00:00,62.0,5.0,1.3037216798297844,0.0,0.0,60.0,9.0,1.866140652990458,0.0,0.0,82.72727272727273,0.0,0.0,0.0,0.0,624.0,70.0,16.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,0.0,3
4,2020-11-18 14:30:00,80.0,4.0,0.7532144474690934,0.0,0.0,130.0,9.0,1.8458460855229035,0.0,0.0,79.71428571428571,0.0,0.0,0.0,0.0,920.0,206.0,56.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,3
4,2020-11-18 15:00:00,40.0,2.0,0.6474466390326326,0.0,0.0,24.0,4.0,1.3579778549833244,0.0,0.0,77.9,0.0,0.0,0.0,0.0,312.0,8.0,30.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,3
4,2020-11-18 15:30:00,12.0,1.0,-1.000088900581841e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3
4,2020-11-18 16:00:00,8.0,1.0,-1.000088900581841e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.83333333333333,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
4,2020-11-18 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
4,2020-11-18 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.33333333333333,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3
4,2020-11-18 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
4,2020-11-18 18:00:00,84.0,4.0,1.0063856698162597,0.0,0.0,32.0,4.0,1.18030455699062,0.0,0.0,72.0909090909091,0.0,0.0,0.0,0.0,558.0,1468.0,46.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,2
